Rank  | Name             | TS | W - L | Lifeforce
951   | Grimgar          | 3  | 2 - 1 | 2,532,889
952   | SpLAT            | 7  | 1 - 2 | 2,531,610
953   | Amaurot          | 3  | 1 - 2 | 2,529,369
954   | Palantir         | 9  | 1 - 2 | 2,522,693
955   | Colours          | 13  | 2 - 1 | 2,522,673
956   | Argonaut         | 11  | 1 - 2 | 2,522,302
957   | Scarlet          | 13  | 1 - 2 | 2,515,333
958   | Chaldea          | 3  | 1 - 2 | 2,511,455
959   | Magikarp         | 9  | 1 - 2 | 2,511,317
960   | TornTale         | 7  | 2 - 1 | 2,490,258
961   | Zenith           | 10  | 2 - 1 | 2,477,500
962   | NEWLIBRA         | 9  | 2 - 1 | 2,464,765
963   | RadiantBunnies   | 9  | 1 - 2 | 2,462,219
964   | EvilDoer         | 11  | 2 - 1 | 2,461,570
965   | NullSection      | 9  | 2 - 1 | 2,460,461
966   | Tragedia         | 8  | 1 - 2 | 2,458,432
967   | Saucisse         | 5  | 1 - 2 | 2,454,141
968   | Watchers         | 5  | 2 - 1 | 2,446,768
969   | Rheita           | 11  | 1 - 2 | 2,443,927
970   | RainyDay         | 13  | 1 - 2 | 2,441,207
971   | Mochi            | 8  | 2 - 1 | 2,437,888
972   | BlueMoon         | 3  | 1 - 2 | 2,433,095
973   | Amimir           | 6  | 1 - 2 | 2,431,780
974   | Tiamat           | 2  | 2 - 1 | 2,429,984
975   | Neo-Axiom        | 11  | 1 - 2 | 2,428,878
976   | CruzRoja         | 9  | 1 - 2 | 2,423,925
977   | GrimGrimoire[β]  | 13  | 2 - 1 | 2,423,573
978   | Waifu            | 10  | 1 - 2 | 2,421,169
979   | Arcana           | 12  | 1 - 2 | 2,420,587
980   | Insomnia         | 10  | 1 - 2 | 2,418,146
981   | NieR             | 12  | 1 - 2 | 2,418,024
982   | gaydoris         | 3  | 2 - 1 | 2,412,579
983   | SkyPlus          | 8  | 1 - 2 | 2,409,742
984   | BlueStar         | 6  | 1 - 2 | 2,409,420
985   | Walhalla         | 4  | 1 - 2 | 2,406,460
986   | Feywilds         | 7  | 1 - 2 | 2,404,877
987   | SINoPORE         | 13  | 1 - 2 | 2,403,525
988   | Weebs_Reborn!    | 8  | 1 - 2 | 2,391,212
989   | Æsir             | 10  | 1 - 2 | 2,385,885
990   | Dreamers         | 7  | 1 - 2 | 2,385,632
991   | BluBirds         | 9  | 2 - 1 | 2,378,867
992   | YoRHa            | 8  | 1 - 2 | 2,378,753
993   | Fateful          | 7  | 1 - 2 | 2,374,090
994   | SHIRI            | 1  | 1 - 2 | 2,373,654
995   | Eidrheim         | 6  | 2 - 1 | 2,365,102
996   | Gkilling         | 13  | 1 - 2 | 2,359,157
997   | *SnowRedTears*   | 9  | 1 - 2 | 2,353,149
998   | Aesir            | 6  | 2 - 1 | 2,348,326
999   | TROLLoALICE      | 6  | 1 - 2 | 2,346,102
1000  | AdreNALine       | 6  | 1 - 2 | 2,343,012
1001  | Avernus          | 11  | 1 - 2 | 2,335,285
1002  | 시붕유치원            | 12  | 1 - 2 | 2,328,460
1003  | Delirios         | 8  | 1 - 2 | 2,320,831
1004  | SINoPuppets.Arc  | 12  | 2 - 1 | 2,312,887
1005  | PureOnes         | 3  | 2 - 1 | 2,311,775
1006  | NoppaiGG         | 1  | 1 - 2 | 2,310,605
1007  | FInALICE         | 2  | 1 - 2 | 2,309,398
1008  | Mewtaku          | 1  | 1 - 2 | 2,306,498
1009  | SonsOfAnarchy    | 8  | 1 - 2 | 2,303,934
1010  | Autores          | 8  | 1 - 2 | 2,301,449
1011  | Sin              | 10  | 1 - 2 | 2,301,347
1012  | Passione         | 11  | 1 - 2 | 2,301,246
1013  | Fate             | 3  | 1 - 2 | 2,301,020
1014  | YumeNoKoe        | 5  | 1 - 2 | 2,298,144
1015  | Moonlit⭐         | 4  | 1 - 2 | 2,292,069
1016  | TitsAhoy         | 7  | 2 - 1 | 2,283,214
1017  | Slackers         | 2  | 2 - 1 | 2,270,047
1018  | Darkborn         | 3  | 1 - 2 | 2,267,316
1019  | ExileAngels      | 8  | 1 - 2 | 2,266,113
1020  | Hysteria         | 4  | 1 - 2 | 2,262,544
1021  | MassDestruction  | 12  | 1 - 2 | 2,257,666
1022  | 펭귄로지스틱스          | 12  | 0 - 3 | 2,238,379
1023  | Simylac          | 4  | 1 - 2 | 2,237,495
1024  | SHIRANAI         | 13  | 1 - 2 | 2,225,856
1025  | Aureus           | 10  | 1 - 2 | 2,222,905
1026  | Worries          | 5  | 0 - 3 | 2,222,365
1027  | Nacre            | 5  | 1 - 2 | 2,221,291
1028  | IV-RP            | 3  | 1 - 2 | 2,220,613
1029  | KAR              | 5  | 1 - 2 | 2,219,468
1030  | Bananas!         | 12  | 1 - 2 | 2,218,749
1031  | Shuuba~          | 1  | 1 - 2 | 2,215,517
1032  | Ψ☆Nefilims☆Ψ     | 8  | 1 - 2 | 2,212,055
1033  | Rutledge         | 1  | 1 - 2 | 2,211,375
1034  | Casuals          | 6  | 2 - 1 | 2,210,292
1035  | BLANKET          | 8  | 0 - 3 | 2,203,930
1036  | Celestia         | 3  | 1 - 2 | 2,196,976
1037  | Lux-Moon         | 10  | 1 - 2 | 2,193,664
1038  | JuiceBox         | 8  | 1 - 2 | 2,186,800
1039  | GvZ              | 11  | 1 - 2 | 2,179,708
1040  | MarbleBlue       | 7  | 2 - 1 | 2,177,016
1041  | 火の味              | 12  | 2 - 1 | 2,174,206
1042  | Wadjet           | 6  | 1 - 2 | 2,173,400
1043  | Redempt          | 6  | 1 - 2 | 2,169,402
1044  | BanVaeN          | 13  | 1 - 2 | 2,164,070
1045  | loss.jpg         | 5  | 1 - 2 | 2,159,677
1046  | Rebirth          | 10  | 2 - 1 | 2,158,256
1047  | SlAckers         | 3  | 2 - 1 | 2,141,975
1048  | Saikyou~         | 12  | 1 - 2 | 2,140,763
1049  | SINoArc          | 13  | 1 - 2 | 2,139,326
1050  | Yakuza           | 5  | 1 - 2 | 2,138,518
1051  | Mirage           | 8  | 1 - 2 | 2,132,683
1052  | Flemme           | 5  | 2 - 1 | 2,128,438
1053  | Nier             | 13  | 1 - 2 | 2,124,467
1054  | Therapy          | 5  | 1 - 2 | 2,109,903
1055  | Halucyon         | 12  | 1 - 2 | 2,104,847
1056  | DosaElis         | 12  | 2 - 1 | 2,099,804
1057  | TGM              | 10  | 1 - 2 | 2,094,560
1058  | Solis            | 5  | 2 - 1 | 2,091,109
1059  | Lameroz          | 13  | 1 - 2 | 2,087,236
1060  | Valhalla         | 5  | 1 - 2 | 2,086,153
1061  | Skyhigh          | 10  | 1 - 2 | 2,080,882
1062  | Inkwell          | 9  | 1 - 2 | 2,079,247
1063  | YoRNyx           | 10  | 1 - 2 | 2,077,948
1064  | Yurei            | 10  | 2 - 1 | 2,076,181
1065  | Grimm            | 5  | 1 - 2 | 2,068,596
1066  | DaLads           | 4  | 2 - 1 | 2,056,854
1067  | Ambition         | 2  | 1 - 2 | 2,056,452
1068  | Orders           | 3  | 2 - 1 | 2,051,939
1069  | Faith            | 3  | 1 - 2 | 2,046,511
1070  | OwO              | 8  | 1 - 2 | 2,046,313
1071  | Tranquil         | 13  | 1 - 2 | 2,042,109
1072  | Wonders          | 3  | 1 - 2 | 2,032,043
1073  | Silver_Kinshi    | 6  | 1 - 2 | 2,016,878
1074  | Betelgeuse       | 5  | 2 - 1 | 2,015,848
1075  | Reverie          | 11  | 1 - 2 | 2,008,223
1076  | Reincarnation    | 7  | 1 - 2 | 1,998,631
1077  | TowerOfGod       | 4  | 1 - 2 | 1,984,165
1078  | EmilClones       | 10  | 1 - 2 | 1,983,226
1079  | Dystopia         | 5  | 1 - 2 | 1,980,022
1080  | ╬MatureBearsメ    | 8  | 1 - 2 | 1,966,958
1081  | Babel            | 5  | 1 - 2 | 1,965,892
1082  | LSG              | 10  | 1 - 2 | 1,956,335
1083  | P.o.c.           | 5  | 1 - 2 | 1,956,226
1084  | Rice             | 4  | 1 - 2 | 1,951,387
1085  | Catharsis        | 5  | 2 - 1 | 1,946,684
1086  | UltraSomnia      | 9  | 1 - 2 | 1,944,099
1087  | YoRHa            | 3  | 1 - 2 | 1,936,903
1088  | All-Icers        | 5  | 2 - 1 | 1,931,420
1089  | Replicants       | 8  | 1 - 2 | 1,929,565
1090  | SoulWar          | 5  | 1 - 2 | 1,927,950
1091  | ItWasMe,DIO!     | 7  | 1 - 2 | 1,920,842
1092  | Seiyuu           | 12  | 1 - 2 | 1,914,506
1093  | Cynical          | 10  | 1 - 2 | 1,911,388
1094  | Forsaken         | 8  | 1 - 2 | 1,905,935
1095  | Myrmidon         | 6  | 1 - 2 | 1,905,779
1096  | Valkyries        | 5  | 1 - 2 | 1,905,129
1097  | SaPE             | 5  | 1 - 2 | 1,901,700
1098  | Asphyxia         | 13  | 1 - 2 | 1,898,330
1099  | CoM              | 8  | 1 - 2 | 1,886,585
1100  | Elite|Monkey     | 5  | 1 - 2 | 1,875,629
1101  | IronMaids        | 9  | 1 - 2 | 1,868,899
1102  | Insanity         | 3  | 2 - 1 | 1,868,436
1103  | Seraphic_Chaos   | 4  | 1 - 2 | 1,867,438
1104  | WitzEnd          | 7  | 1 - 2 | 1,859,715
1105  | ☆Waifus☆         | 13  | 1 - 2 | 1,849,339
1106  | Nazarick         | 6  | 1 - 2 | 1,847,950
1107  | Oniriums         | 6  | 2 - 1 | 1,847,015
1108  | DarkStar         | 6  | 1 - 2 | 1,845,863
1109  | DragonStar       | 13  | 1 - 2 | 1,841,976
1110  | Cosmos           | 9  | 1 - 2 | 1,838,646
1111  | Dust             | 11  | 1 - 2 | 1,832,810
1112  | Dito's           | 9  | 1 - 2 | 1,832,262
1113  | Luminalis        | 11  | 1 - 2 | 1,817,446
1114  | plitor           | 4  | 1 - 2 | 1,808,930
1115  | Bleach           | 1  | 1 - 2 | 1,804,339
1116  | SINoFAMS         | 8  | 1 - 2 | 1,799,868
1117  | RaviGang         | 9  | 1 - 2 | 1,791,065
1118  | Avalon           | 3  | 0 - 3 | 1,781,321
1119  | Rubies           | 12  | 0 - 3 | 1,776,152
1120  | 콜로세움하자           | 13  | 0 - 3 | 1,769,352
1121  | Exodus           | 12  | 1 - 2 | 1,766,693
1122  | Wonderland       | 4  | 1 - 2 | 1,760,572
1123  | L4L              | 7  | 1 - 2 | 1,750,485
1124  | Renacer          | 6  | 1 - 2 | 1,746,354
1125  | Punny            | 9  | 1 - 2 | 1,740,975
1126  | SunBro           | 3  | 1 - 2 | 1,740,614
1127  | Anon             | 12  | 1 - 2 | 1,738,790
1128  | ALICE            | 4  | 1 - 2 | 1,737,210
1129  | NobleGuard       | 11  | 1 - 2 | 1,733,770
1130  | 69Degrees        | 11  | 1 - 2 | 1,728,663
1131  | Va11-Hall-A      | 10  | 1 - 2 | 1,724,161
1132  | 연인               | 13  | 1 - 2 | 1,720,503
1133  | Umbra            | 9  | 1 - 2 | 1,713,916
1134  | Reformed         | 11  | 1 - 2 | 1,704,397
1135  | Étude            | 9  | 1 - 2 | 1,682,026
1136  | Outlanders       | 5  | 1 - 2 | 1,675,878
1137  | Memoire          | 1  | 1 - 2 | 1,671,871
1138  | EmilShop         | 6  | 1 - 2 | 1,661,663
1139  | F2P_Mini         | 2  | 1 - 2 | 1,660,348
1140  | DreamKoi         | 7  | 1 - 2 | 1,660,303
1141  | 셀레스티얼            | 12  | 1 - 2 | 1,658,358
1142  | Somnus           | 8  | 1 - 2 | 1,651,957
1143  | 언더월드단            | 1  | 1 - 2 | 1,619,172
1144  | Svadesha         | 12  | 1 - 2 | 1,612,205
1145  | Yomi             | 1  | 1 - 2 | 1,607,839
1146  | Somnia           | 9  | 1 - 2 | 1,601,184
1147  | Tsumi_no_bara    | 10  | 1 - 2 | 1,598,935
1148  | Penguin          | 2  | 1 - 2 | 1,598,609
1149  | LapinSot         | 3  | 2 - 1 | 1,595,796
1150  | RosaChinensis    | 7  | 1 - 2 | 1,594,930
1151  | KoS              | 8  | 1 - 2 | 1,594,454
1152  | TeaParty         | 5  | 1 - 2 | 1,577,846
1153  | Pathos           | 9  | 1 - 2 | 1,568,629
1154  | Chilezuela       | 7  | 0 - 3 | 1,567,227
1155  | Nero=Vuoto       | 3  | 1 - 2 | 1,557,865
1156  | Lollipop         | 8  | 1 - 2 | 1,555,086
1157  | Ragnarok         | 8  | 1 - 2 | 1,538,918
1158  | Shining          | 3  | 2 - 1 | 1,535,176
1159  | EMILIA           | 1  | 1 - 2 | 1,534,842
1160  | Lovely           | 7  | 1 - 2 | 1,527,096
1161  | Eros             | 2  | 1 - 2 | 1,525,677
1162  | LunarTea         | 10  | 1 - 2 | 1,511,072
1163  | [LIBRARY(｡•̀ᴗ-)] | 9  | 1 - 2 | 1,511,066
1164  | EclataxX         | 4  | 0 - 3 | 1,505,167
1165  | Märchen          | 7  | 1 - 2 | 1,482,847
1166  | 컴파스              | 12  | 1 - 2 | 1,478,188
1167  | Tsunderes        | 10  | 1 - 2 | 1,471,435
1168  | Tato             | 7  | 1 - 2 | 1,466,809
1169  | TacoWea          | 7  | 1 - 2 | 1,459,312
1170  | FauxAmis         | 4  | 1 - 2 | 1,458,288
1171  | CAHP             | 11  | 1 - 2 | 1,446,803
1172  | Lesouper         | 4  | 1 - 2 | 1,445,590
1173  | 블랙말랑카우           | 11  | 1 - 2 | 1,443,975
1174  | Grimoire         | 6  | 1 - 2 | 1,442,469
1175  | Platinum         | 8  | 1 - 2 | 1,439,720
1176  | Nihilium         | 4  | 1 - 2 | 1,439,371
1177  | MopTales         | 5  | 1 - 2 | 1,436,463
1178  | DayDream         | 4  | 1 - 2 | 1,429,517
1179  | ^^)人(^^          | 12  | 1 - 2 | 1,429,014
1180  | HOTLOADS         | 1  | 1 - 2 | 1,427,280
1181  | 잔혹동화             | 9  | 1 - 2 | 1,420,642
1182  | Dragon           | 1  | 1 - 2 | 1,409,136
1183  | Puppets          | 3  | 1 - 2 | 1,406,181
1184  | 천하태평             | 12  | 1 - 2 | 1,399,320
1185  | Yormn's          | 8  | 1 - 2 | 1,393,581
1186  | Fenrir           | 6  | 1 - 2 | 1,392,774
1187  | Nemocus          | 9  | 1 - 2 | 1,381,706
1188  | Re:Fluff✿        | 6  | 1 - 2 | 1,377,717
1189  | SINful           | 13  | 1 - 2 | 1,375,993
1190  | [~Wicked~]       | 8  | 1 - 2 | 1,363,933
1191  | SharkNTS         | 5  | 1 - 2 | 1,348,571
1192  | ΣΟΑ              | 4  | 1 - 2 | 1,343,612
1193  | Сплюшки          | 3  | 1 - 2 | 1,343,126
1194  | Altria           | 3  | 2 - 1 | 1,341,118
1195  | NoTales          | 12  | 1 - 2 | 1,329,716
1196  | 얼음꽃              | 11  | 1 - 2 | 1,326,272
1197  | LunaNova         | 5  | 0 - 3 | 1,320,740
1198  | Stellae          | 6  | 1 - 2 | 1,309,213
1199  | YoRHa            | 3  | 1 - 2 | 1,303,509
1200  | 커피앤도넛            | 11  | 1 - 2 | 1,299,659
1201  | 폭발은예술이다          | 12  | 1 - 2 | 1,298,840
1202  | Desparia         | 9  | 1 - 2 | 1,296,989
1203  | Омут             | 1  | 1 - 2 | 1,295,721
1204  | TYBG             | 7  | 1 - 2 | 1,293,139
1205  | Divas            | 5  | 1 - 2 | 1,291,633
1206  | Chesire          | 8  | 1 - 2 | 1,288,104
1207  | Magius           | 8  | 1 - 2 | 1,282,638
1208  | DragVanish       | 5  | 1 - 2 | 1,276,301
1209  | UɴᴛɪʟDᴀᴡɴ        | 8  | 1 - 2 | 1,256,280
1210  | Eiscremerausch   | 3  | 1 - 2 | 1,254,612
1211  | SaccharineSweets | 3  | 1 - 2 | 1,253,327
1212  | Nacht            | 12  | 1 - 2 | 1,253,019
1213  | CelestialDemons  | 1  | 1 - 2 | 1,252,718
1214  | Fliedam          | 4  | 1 - 2 | 1,250,748
1215  | animeirl         | 6  | 1 - 2 | 1,246,486
1216  | Narrators        | 1  | 1 - 2 | 1,238,898
1217  | D.M.C            | 13  | 1 - 2 | 1,222,300
1218  | Iluminate        | 9  | 0 - 3 | 1,216,737
1219  | SlowLife         | 12  | 1 - 2 | 1,216,292
1220  | Avalon           | 6  | 1 - 2 | 1,210,901
1221  | ルシナ              | 3  | 1 - 2 | 1,194,512
1222  | Vanguard         | 9  | 1 - 2 | 1,193,549
1223  | BlueDrag         | 4  | 1 - 2 | 1,190,133
1224  | Trishula         | 8  | 1 - 2 | 1,189,705
1225  | MayoVerse        | 9  | 0 - 3 | 1,187,648
1226  | E7ernalShadow    | 6  | 1 - 2 | 1,184,102
1227  | Nekomata         | 9  | 1 - 2 | 1,178,128
1228  | EcchiLand        | 13  | 1 - 2 | 1,170,292
1229  | Dankness         | 5  | 1 - 2 | 1,164,387
1230  | Star-Alliance    | 5  | 1 - 2 | 1,163,366
1231  | SkyIndo          | 13  | 1 - 2 | 1,147,182
1232  | Royal            | 7  | 1 - 2 | 1,143,320
1233  | Liddell          | 12  | 1 - 2 | 1,138,467
1234  | AROOOGA          | 4  | 1 - 2 | 1,138,109
1235  | Ahjin            | 10  | 1 - 2 | 1,130,807
1236  | Wayfarer         | 10  | 0 - 3 | 1,130,022
1237  | DungeonNap       | 10  | 1 - 2 | 1,115,960
1238  | Arbiters         | 3  | 1 - 2 | 1,113,490
1239  | SINrne           | 5  | 1 - 2 | 1,112,288
1240  | Prinny_Brigade   | 13  | 1 - 2 | 1,109,480
1241  | Arunafel         | 13  | 0 - 3 | 1,107,491
1242  | PlayCat          | 13  | 1 - 2 | 1,107,172
1243  | Ardent           | 4  | 1 - 2 | 1,100,238
1244  | LOFM             | 6  | 1 - 2 | 1,095,180
1245  | Azurite          | 9  | 1 - 2 | 1,094,890
1246  | Nod              | 10  | 1 - 2 | 1,089,335
1247  | Unknown          | 5  | 0 - 3 | 1,086,453
1248  | Pandora          | 4  | 1 - 2 | 1,082,825
1249  | Bunbuns          | 8  | 1 - 2 | 1,081,223
1250  | Pandora          | 9  | 1 - 2 | 1,077,870
1251  | LlewxaM          | 7  | 1 - 2 | 1,067,823
1252  | floyd            | 7  | 1 - 2 | 1,067,274
1253  | Fallens          | 5  | 1 - 2 | 1,063,129
1254  | Arcanum          | 13  | 0 - 3 | 1,062,485
1255  | ☆707☆            | 2  | 1 - 2 | 1,052,693
1256  | Kukulkan         | 7  | 0 - 3 | 1,050,181
1257  | Hyrule           | 7  | 1 - 2 | 1,049,407
1258  | 밥심               | 11  | 1 - 2 | 1,020,885
1259  | ClstGato         | 6  | 1 - 2 | 1,013,447
1260  | Elfrinia         | 12  | 0 - 3 | 1,009,514
1261  | Pandemonium      | 4  | 1 - 2 | 1,007,046
1262  | tutelage         | 2  | 0 - 3 | 997,943
1263  | Wndrlnd          | 5  | 1 - 2 | 996,509
1264  | Arata            | 7  | 1 - 2 | 991,514
1265  | Try              | 12  | 0 - 3 | 984,134
1266  | Automata         | 8  | 1 - 2 | 975,962
1267  | DemonSoul's      | 8  | 1 - 2 | 965,066
1268  | Adam             | 5  | 1 - 2 | 958,019
1269  | Arcadia          | 11  | 0 - 3 | 952,611
1270  | Gaymers          | 4  | 1 - 2 | 950,060
1271  | Talisman         | 3  | 1 - 2 | 946,590
1272  | Thanatos         | 9  | 1 - 2 | 946,172
1273  | Eorzea           | 7  | 1 - 2 | 939,520
1274  | ImaSleep         | 9  | 1 - 2 | 935,108
1275  | bigbeefy         | 3  | 1 - 2 | 934,493
1276  | Oblivion         | 7  | 0 - 3 | 933,164
1277  | Orchid           | 13  | 0 - 3 | 910,127
1278  | Pusheen          | 8  | 1 - 2 | 909,724
1279  | Paranoia         | 11  | 0 - 3 | 903,419
1280  | SHADOW           | 5  | 1 - 2 | 903,137
1281  | FringePhatoms    | 8  | 0 - 3 | 902,323
1282  | Grimson          | 9  | 0 - 3 | 899,647
1283  | 잔혹동화출판사          | 11  | 1 - 2 | 899,367
1284  | Arcadia          | 3  | 1 - 2 | 897,734
1285  | Crows            | 9  | 0 - 3 | 891,100
1286  | TectonesGuild    | 10  | 1 - 2 | 887,911
1287  | NieR             | 5  | 1 - 2 | 887,688
1288  | Leagu3ofNON3     | 4  | 1 - 2 | 886,194
1289  | MrWolf.Co        | 6  | 1 - 2 | 881,953
1290  | Oops             | 5  | 1 - 2 | 868,530
1291  | Adastra          | 1  | 1 - 2 | 843,594
1292  | Nameless         | 11  | 0 - 3 | 828,216
1293  | Amaïaa           | 3  | 1 - 2 | 822,863
1294  | MementoMori      | 6  | 1 - 2 | 821,710
1295  | Lunaria          | 4  | 0 - 3 | 816,509
1296  | DailyDrivers     | 6  | 1 - 2 | 792,261
1297  | Arc°Nights       | 10  | 1 - 2 | 790,369
1298  | Talia            | 3  | 1 - 2 | 775,189
1299  | Zetsubou         | 5  | 1 - 2 | 771,170
1300  | Ye               | 5  | 1 - 2 | 761,234
1301  | OverFlag         | 7  | 1 - 2 | 742,279
1302  | K-on             | 5  | 1 - 2 | 742,021
1303  | BLACKPAGE        | 1  | 0 - 3 | 708,420
1304  | Elysian          | 12  | 0 - 3 | 701,422
1305  | Revenant         | 5  | 0 - 3 | 699,076
1306  | TeamSimpMid      | 6  | 1 - 2 | 690,403
1307  | Arendelle        | 6  | 0 - 3 | 687,471
1308  | Starlings        | 10  | 0 - 3 | 660,425
1309  | -YoRHa-          | 9  | 0 - 3 | 637,706
1310  | WaifuCollectors  | 3  | 1 - 2 | 632,497
1311  | indémnis         | 12  | 0 - 3 | 612,103
1312  | Endless          | 10  | 0 - 3 | 608,163
1313  | Druffis          | 5  | 0 - 3 | 603,818
1314  | SINOPOTO         | 2  | 0 - 3 | 596,207
1315  | Rabbit           | 3  | 1 - 2 | 579,333
1316  | Choco            | 8  | 0 - 3 | 571,229
1317  | CrimsonFlames    | 1  | 0 - 3 | 562,720
1318  | Solaris          | 9  | 0 - 3 | 560,388
1319  | TBD              | 11  | 1 - 2 | 549,916
1320  | 루인바르             | 12  | 0 - 3 | 544,137
1321  | DuoQBugs         | 10  | 0 - 3 | 538,229
1322  | ~Rankers~        | 6  | 0 - 3 | 536,383
1323  | 7SinCult         | 8  | 0 - 3 | 533,093
1324  | Redlily          | 5  | 1 - 2 | 530,111
1325  | Arknight         | 1  | 0 - 3 | 523,601
1326  | 조용조용             | 13  | 1 - 2 | 522,058
1327  | OrgXIII          | 3  | 0 - 3 | 519,868
1328  | Hades            | 5  | 0 - 3 | 473,698
1329  | Slackers         | 4  | 0 - 3 | 467,434
1330  | Moostrax         | 4  | 0 - 3 | 453,831
1331  | TheCrew          | 5  | 0 - 3 | 448,300
1332  | SINergia         | 13  | 0 - 3 | 441,084
1333  | AiWS             | 4  | 0 - 3 | 437,561
1334  | Nazarick         | 10  | 0 - 3 | 434,894
1335  | Insanity         | 13  | 0 - 3 | 423,683
1336  | Skario           | 5  | 0 - 3 | 417,390
1337  | Valhalla         | 11  | 0 - 3 | 411,949
1338  | YoRHa:1.2247448  | 4  | 0 - 3 | 403,747
1339  | 길드명추천받습니다        | 13  | 0 - 3 | 358,138
1340  | Spark            | 5  | 0 - 3 | 349,976
1341  | Casuals          | 12  | 0 - 3 | 343,887
1342  | NieSect          | 10  | 0 - 3 | 326,346
1343  | Jellicle         | 7  | 0 - 3 | 324,245
1344  | Saintles         | 6  | 0 - 3 | 316,072
1345  | Ebila            | 9  | 0 - 3 | 315,518
1346  | PrincesDestroyer | 7  | 0 - 3 | 313,225
1347  | Hellothr         | 6  | 0 - 3 | 309,643
1348  | Bakarina         | 3  | 0 - 3 | 307,713
1349  | Euthalia         | 8  | 0 - 3 | 304,307
1350  | NieR             | 3  | 0 - 3 | 302,953
1351  | Mylar            | 5  | 0 - 3 | 297,620
1352  | Closet           | 9  | 0 - 3 | 294,129
1353  | Vanzyrk          | 9  | 0 - 3 | 254,997
1354  | Illusive         | 1  | 0 - 3 | 248,353
1355  | SINoMEX          | 8  | 0 - 3 | 238,313
1356  | Symphogear!!     | 5  | 0 - 3 | 234,311
1357  | Kugane           | 12  | 0 - 3 | 211,449
1358  | SoS              | 5  | 0 - 3 | 210,840
1359  | Grimm            | 10  | 0 - 3 | 207,982
1360  | JuraTempest      | 9  | 0 - 3 | 205,444
1361  | Dark_Knights     | 4  | 0 - 3 | 204,705
1362  | Infernum         | 8  | 0 - 3 | 201,659
1363  | Tokugawa's       | 6  | 0 - 3 | 191,949
1364  | ¿ApplE?          | 13  | 0 - 3 | 188,302
1365  | NewDawn          | 3  | 0 - 3 | 181,094
1366  | Adamas           | 2  | 0 - 3 | 170,009
1367  | Seirei           | 3  | 0 - 3 | 163,661
1368  | 탐욕의장             | 12  | 0 - 3 | 155,224
1369  | Gestalts         | 8  | 0 - 3 | 152,517
1370  | Ingary           | 3  | 0 - 3 | 133,118
1371  | Neptune’sDevout  | 8  | 0 - 3 | 114,371
1372  | Cheshire         | 7  | 0 - 3 | 112,159
1373  | LoneWolf         | 1  | 0 - 3 | 111,059
1374  | TheArk           | 10  | 0 - 3 | 101,617
1375  | ۝Author۝         | 7  | 0 - 3 | 74,463
1376  | SINoKCB          | 7  | 0 - 3 | 57,691
1377  | 천상지유             | 12  | 0 - 3 | 54,196
1378  | 육식동물원            | 6  | 0 - 3 | 54,026
1379  | FuryCats         | 2  | 0 - 3 | 53,685
1380  | Agartha          | 12  | 0 - 3 | 53,524
1381  | Penumbra         | 1  | 0 - 3 | 51,613
1382  | YoRHa            | 9  | 0 - 3 | 48,206
1383  | AFKguild         | 4  | 0 - 3 | 44,801
1384  | YNotGuild        | 8  | 0 - 3 | 44,065
1385  | Fables           | 3  | 0 - 3 | 37,274
1386  | KupoClub         | 11  | 0 - 3 | 33,567
1387  | DragNir          | 5  | 0 - 3 | 29,883
1388  | Quills           | 4  | 0 - 3 | 25,553
1389  | Nohr             | 10  | 0 - 3 | 19,743
1390  | SaltGang         | 7  | 0 - 3 | 18,410
1391  | Nuwbieez         | 1  | 0 - 3 | 13,552
1392  | Kuuhaku          | 9  | 0 - 3 | 9,219
1393  | Atrium           | 5  | 0 - 3 | 8,006
1394  | 백일몽              | 9  | 0 - 3 | 7,188
1395  | Lounge           | 13  | 0 - 3 | 5,017
1396  | Perseverance     | 13  | 0 - 3 | 4,253
1397  | Ventura          | 5  | 0 - 3 | 3,674
1398  | Creamed          | 13  | 0 - 3 | 1,259
1399  | 데덴네              | 11  | 0 - 3 | 0
