Rank  | Name             | TS | W - L | Lifeforce
951   | YoRHa            | 4  | 2 - 4 | 5,610,661
952   | Zenith           | 10 | 4 - 2 | 5,606,270
953   | SINoPORE         | 13 | 2 - 4 | 5,594,424
954   | Silver_Kinshi    | 6  | 3 - 3 | 5,573,144
955   | Mahjong          | 1  | 3 - 3 | 5,564,544
956   | Passione         | 11 | 3 - 3 | 5,564,157
957   | TeaParty         | 4  | 2 - 4 | 5,562,436
958   | CrimsonRose      | 8  | 3 - 3 | 5,509,090
959   | Scarlet          | 13 | 2 - 4 | 5,509,064
960   | Artemis          | 9  | 3 - 3 | 5,484,752
961   | Rubies           | 12 | 2 - 4 | 5,482,681
962   | NoEsc            | 6  | 2 - 4 | 5,448,306
963   | Oblivion         | 7  | 2 - 4 | 5,443,623
964   | Cynical          | 10 | 3 - 3 | 5,425,272
965   | Iluminate        | 9  | 2 - 4 | 5,421,991
966   | Infernos         | 10 | 2 - 4 | 5,420,278
967   | Ambition         | 2  | 3 - 3 | 5,406,031
968   | MayoVerse        | 9  | 2 - 4 | 5,398,531
969   | UwU              | 10 | 2 - 4 | 5,396,044
970   | Elfrinia         | 12 | 2 - 4 | 5,393,145
971   | Neptunia         | 3  | 4 - 2 | 5,392,307
972   | Baganzia         | 5  | 3 - 3 | 5,388,313
973   | Rutledge         | 1  | 2 - 4 | 5,373,789
974   | Starlings        | 10 | 2 - 4 | 5,373,031
975   | Rice             | 4  | 3 - 3 | 5,364,782
976   | MassDestruction  | 12 | 3 - 3 | 5,353,860
977   | YoRHa            | 8  | 3 - 3 | 5,345,207
978   | Hysteria         | 4  | 3 - 3 | 5,342,878
979   | YoRNyx           | 10 | 2 - 4 | 5,332,781
980   | GrimGrimoire[α]  | 13 | 2 - 4 | 5,327,489
981   | Hylia            | 8  | 3 - 3 | 5,320,646
982   | Chilezuela       | 7  | 2 - 4 | 5,312,758
983   | Juicy            | 4  | 2 - 4 | 5,303,300
984   | YoRHa            | 5  | 3 - 3 | 5,288,985
985   | Feywilds         | 7  | 2 - 4 | 5,288,181
986   | Dito's           | 9  | 3 - 3 | 5,281,419
987   | FreshSuh-Lammy   | 4  | 3 - 3 | 5,274,661
988   | CoM              | 8  | 3 - 3 | 5,259,659
989   | CHALDEA          | 13 | 2 - 4 | 5,239,878
990   | Saikyou~         | 12 | 3 - 3 | 5,239,590
991   | Yorozuya         | 1  | 3 - 3 | 5,233,651
992   | Darkborn         | 3  | 2 - 4 | 5,216,850
993   | Illigia          | 5  | 3 - 3 | 5,208,023
994   | Omniacs          | 7  | 3 - 3 | 5,205,510
995   | Myrmidon         | 6  | 3 - 3 | 5,193,070
996   | SINoFACE         | 3  | 3 - 3 | 5,189,597
997   | LunaNova         | 5  | 2 - 4 | 5,177,842
998   | Ashurã           | 13 | 2 - 4 | 5,176,219
999   | Shinigami's      | 8  | 2 - 4 | 5,172,444
1000  | Grimm            | 5  | 3 - 3 | 5,165,601
1001  | Kaminari         | 11 | 3 - 3 | 5,138,610
1002  | Mishy~☆          | 7  | 2 - 4 | 5,120,783
1003  | ItWasMe,DIO!     | 7  | 3 - 3 | 5,119,819
1004  | 콜로세움하자           | 13 | 2 - 4 | 5,096,916
1005  | Anon             | 12 | 3 - 3 | 5,095,597
1006  | Arunafel         | 13 | 2 - 4 | 5,090,240
1007  | CatsEmpire       | 12 | 3 - 3 | 5,089,997
1008  | BlueRose         | 4  | 2 - 4 | 5,068,693
1009  | Dragon           | 1  | 3 - 3 | 5,050,613
1010  | エロすぎる            | 8  | 3 - 3 | 5,046,747
1011  | Halucyon         | 12 | 2 - 4 | 5,041,597
1012  | RaviGang         | 9  | 3 - 3 | 5,040,745
1013  | ส้มป่อย          | 1  | 2 - 4 | 5,030,255
1014  | Ayuyumis         | 9  | 3 - 3 | 5,028,764
1015  | YumeNoKoe        | 5  | 2 - 4 | 5,026,504
1016  | FInALICE         | 2  | 2 - 4 | 5,003,049
1017  | 시린이날             | 11 | 3 - 3 | 4,996,666
1018  | KHAMJA           | 6  | 3 - 3 | 4,985,677
1019  | Database         | 8  | 3 - 3 | 4,983,822
1020  | TheMancos        | 10 | 2 - 4 | 4,947,211
1021  | MasochistPhoenix | 4  | 2 - 4 | 4,945,029
1022  | ~Rankers~        | 6  | 3 - 3 | 4,937,640
1023  | EclataxX         | 4  | 2 - 4 | 4,919,137
1024  | DaiDark          | 2  | 3 - 3 | 4,918,838
1025  | Cronoire         | 1  | 2 - 4 | 4,903,446
1026  | Zephyr           | 5  | 2 - 4 | 4,896,356
1027  | Fanelia          | 12 | 2 - 4 | 4,893,274
1028  | Pathos           | 9  | 3 - 3 | 4,883,136
1029  | AXIS             | 11 | 2 - 4 | 4,872,007
1030  | Mensis           | 2  | 3 - 3 | 4,865,180
1031  | Igallta          | 6  | 3 - 3 | 4,856,371
1032  | Somnia           | 9  | 3 - 3 | 4,849,580
1033  | Lolicon          | 5  | 2 - 4 | 4,832,742
1034  | Lollipop         | 8  | 3 - 3 | 4,815,925
1035  | Memoire          | 1  | 3 - 3 | 4,814,604
1036  | Valhöll          | 5  | 3 - 3 | 4,812,335
1037  | TornTale         | 7  | 3 - 3 | 4,798,490
1038  | PPNation         | 11 | 3 - 3 | 4,792,400
1039  | Paranoia         | 11 | 3 - 3 | 4,783,980
1040  | EmilShop         | 6  | 3 - 3 | 4,777,224
1041  | Nier             | 13 | 3 - 3 | 4,774,437
1042  | Wayfarer         | 10 | 2 - 4 | 4,772,735
1043  | 언더월드단            | 1  | 3 - 3 | 4,764,202
1044  | Exodus           | 12 | 3 - 3 | 4,763,325
1045  | Sinners          | 13 | 3 - 3 | 4,753,359
1046  | DarkGods@        | 10 | 3 - 3 | 4,752,437
1047  | TitsAhoy         | 7  | 4 - 2 | 4,747,036
1048  | Padorumu         | 10 | 3 - 3 | 4,741,169
1049  | Омут             | 1  | 3 - 3 | 4,732,488
1050  | Amimir           | 6  | 2 - 4 | 4,712,489
1051  | Valhalla         | 5  | 3 - 3 | 4,706,206
1052  | Hollow           | 10 | 3 - 3 | 4,699,595
1053  | LoveLive         | 3  | 3 - 3 | 4,691,966
1054  | ☆Waifus☆         | 13 | 3 - 3 | 4,672,081
1055  | Heartの月          | 9  | 3 - 3 | 4,664,782
1056  | Keyblade         | 6  | 2 - 4 | 4,645,046
1057  | NobleGuard       | 11 | 2 - 4 | 4,631,699
1058  | Nazarick         | 6  | 3 - 3 | 4,624,940
1059  | Bananas!         | 12 | 2 - 4 | 4,616,291
1060  | Fate             | 3  | 2 - 4 | 4,605,446
1061  | loss.jpg         | 5  | 2 - 4 | 4,587,737
1062  | Outlanders       | 5  | 3 - 3 | 4,583,345
1063  | RadiantBunnies   | 9  | 2 - 4 | 4,579,937
1064  | GvZ              | 11 | 2 - 4 | 4,566,456
1065  | Bloodlust        | 1  | 2 - 4 | 4,565,119
1066  | Va11-Hall-A      | 10 | 3 - 3 | 4,564,468
1067  | Redempt          | 6  | 2 - 4 | 4,563,932
1068  | SunBro           | 3  | 3 - 3 | 4,546,597
1069  | Tragedia         | 8  | 2 - 4 | 4,543,088
1070  | Mirage           | 8  | 2 - 4 | 4,539,294
1071  | Slayer's         | 5  | 2 - 4 | 4,537,685
1072  | Grimgar          | 3  | 3 - 3 | 4,535,662
1073  | Wonderland       | 4  | 3 - 3 | 4,532,885
1074  | OwO              | 8  | 3 - 3 | 4,520,361
1075  | Mewtaku          | 1  | 2 - 4 | 4,519,923
1076  | Elysian          | 12 | 2 - 4 | 4,519,599
1077  | Hypnotic         | 12 | 3 - 3 | 4,519,581
1078  | indémnis         | 12 | 2 - 4 | 4,513,175
1079  | ALICE            | 4  | 2 - 4 | 4,508,145
1080  | Re:Fluff✿        | 6  | 3 - 3 | 4,506,079
1081  | Crows            | 9  | 2 - 4 | 4,505,339
1082  | 천하태평             | 12 | 4 - 2 | 4,504,644
1083  | Nemocus          | 9  | 3 - 3 | 4,493,611
1084  | 블랙말랑카우           | 11 | 3 - 3 | 4,487,458
1085  | Insomnia         | 10 | 2 - 4 | 4,484,059
1086  | BIBLIOTHEQUE     | 12 | 3 - 3 | 4,467,171
1087  | Lunaria          | 4  | 2 - 4 | 4,463,552
1088  | DreamKoi         | 7  | 2 - 4 | 4,440,828
1089  | Kukulkan         | 7  | 2 - 4 | 4,413,610
1090  | FauxAmis         | 4  | 3 - 3 | 4,412,676
1091  | Dystopia         | 5  | 2 - 4 | 4,406,355
1092  | Pandas           | 7  | 2 - 4 | 4,396,643
1093  | Toast            | 11 | 3 - 3 | 4,394,397
1094  | Unknown          | 5  | 2 - 4 | 4,387,729
1095  | Lovely           | 7  | 3 - 3 | 4,336,502
1096  | 루인바르             | 12 | 2 - 4 | 4,334,005
1097  | Fenrir           | 6  | 3 - 3 | 4,315,175
1098  | WitzEnd          | 7  | 2 - 4 | 4,310,669
1099  | Yakuza           | 5  | 2 - 4 | 4,291,084
1100  | Penguin          | 2  | 3 - 3 | 4,252,514
1101  | Arknight         | 1  | 2 - 4 | 4,244,792
1102  | Reveries         | 5  | 3 - 3 | 4,238,618
1103  | plitor           | 4  | 2 - 4 | 4,238,464
1104  | Squard           | 7  | 2 - 4 | 4,235,262
1105  | SINoMEX          | 8  | 3 - 3 | 4,230,480
1106  | SINOPOTO         | 2  | 3 - 3 | 4,224,897
1107  | ChaosLg          | 7  | 2 - 4 | 4,202,205
1108  | Skario           | 5  | 3 - 3 | 4,197,310
1109  | Rubrum           | 8  | 3 - 3 | 4,186,122
1110  | Midgard          | 5  | 2 - 4 | 4,178,931
1111  | Colours          | 13 | 3 - 3 | 4,172,389
1112  | AdreNALine       | 6  | 2 - 4 | 4,167,355
1113  | JuiceBox         | 8  | 2 - 4 | 4,155,495
1114  | Raven's          | 4  | 3 - 3 | 4,146,595
1115  | Lameroz          | 13 | 2 - 4 | 4,145,385
1116  | Lux-Moon         | 10 | 2 - 4 | 4,137,587
1117  | Yormn's          | 8  | 3 - 3 | 4,132,856
1118  | Solis            | 5  | 4 - 2 | 4,121,116
1119  | EvilDoer         | 11 | 3 - 3 | 4,094,002
1120  | Dragoonn         | 4  | 2 - 4 | 4,090,096
1121  | Nameless         | 11 | 2 - 4 | 4,089,715
1122  | NEWLIBRA         | 9  | 3 - 3 | 4,074,881
1123  | Seafoam          | 4  | 2 - 4 | 4,045,691
1124  | Nero=Vuoto       | 3  | 3 - 3 | 4,045,539
1125  | CruzRoja         | 9  | 2 - 4 | 4,042,669
1126  | SaccharineSweets | 3  | 3 - 3 | 4,040,743
1127  | NieR             | 3  | 3 - 3 | 4,035,324
1128  | Endless          | 10 | 2 - 4 | 4,014,694
1129  | TROLLoALICE      | 6  | 2 - 4 | 4,013,795
1130  | YoRHa            | 8  | 2 - 4 | 3,970,809
1131  | Nazarick         | 10 | 2 - 4 | 3,968,646
1132  | DragonStar       | 13 | 2 - 4 | 3,946,290
1133  | Bleach           | 1  | 2 - 4 | 3,944,022
1134  | Dust             | 11 | 2 - 4 | 3,936,863
1135  | GrimGrimoire[β]  | 13 | 3 - 3 | 3,919,755
1136  | ΣΟΑ              | 4  | 3 - 3 | 3,894,114
1137  | 셀레스티얼            | 12 | 3 - 3 | 3,892,210
1138  | UltraSomnia      | 9  | 2 - 4 | 3,882,037
1139  | Arcanum          | 13 | 2 - 4 | 3,870,727
1140  | PureOnes         | 3  | 3 - 3 | 3,865,561
1141  | Aesir            | 6  | 3 - 3 | 3,860,756
1142  | DragVanish       | 5  | 3 - 3 | 3,857,150
1143  | Try              | 12 | 2 - 4 | 3,849,653
1144  | Platinum         | 8  | 3 - 3 | 3,831,547
1145  | GáeBulg          | 9  | 2 - 4 | 3,819,257
1146  | UɴᴛɪʟDᴀᴡɴ        | 8  | 3 - 3 | 3,818,152
1147  | WaifLove         | 3  | 2 - 4 | 3,815,329
1148  | FringePhatoms    | 8  | 2 - 4 | 3,810,387
1149  | Slackers         | 4  | 2 - 4 | 3,810,265
1150  | Reformed         | 11 | 2 - 4 | 3,790,017
1151  | Watchers         | 5  | 3 - 3 | 3,768,390
1152  | 火の味              | 12 | 3 - 3 | 3,735,621
1153  | Stacia‘s•Gnade   | 4  | 2 - 4 | 3,731,779
1154  | 쟤보단내가낫지          | 12 | 1 - 5 | 3,706,816
1155  | Umbra            | 9  | 2 - 4 | 3,702,421
1156  | SlAckers         | 3  | 3 - 3 | 3,697,735
1157  | Reincarnation    | 7  | 2 - 4 | 3,678,456
1158  | 폭발은예술이다          | 12 | 3 - 3 | 3,677,837
1159  | Divas            | 5  | 3 - 3 | 3,675,338
1160  | Tsumi_no_bara    | 10 | 2 - 4 | 3,671,502
1161  | METANoIA         | 12 | 2 - 4 | 3,662,810
1162  | EMILIA           | 1  | 3 - 3 | 3,651,371
1163  | Eiscremerausch   | 3  | 3 - 3 | 3,642,051
1164  | SINergia         | 13 | 2 - 4 | 3,609,806
1165  | Nekomata         | 9  | 3 - 3 | 3,591,855
1166  | LSG              | 10 | 2 - 4 | 3,576,546
1167  | Cosmos           | 9  | 2 - 4 | 3,571,059
1168  | SaPE             | 5  | 2 - 4 | 3,563,155
1169  | 연인               | 13 | 2 - 4 | 3,559,111
1170  | Seiyuu           | 12 | 2 - 4 | 3,548,368
1171  | Fliedam          | 4  | 3 - 3 | 3,538,754
1172  | Arcadia          | 11 | 1 - 5 | 3,537,105
1173  | 7SinCult         | 8  | 2 - 4 | 3,536,307
1174  | CrimsonFlames    | 1  | 2 - 4 | 3,535,569
1175  | DayDream         | 4  | 2 - 4 | 3,524,089
1176  | floyd            | 7  | 3 - 3 | 3,523,122
1177  | Slackers         | 2  | 3 - 3 | 3,516,263
1178  | Yomi             | 1  | 2 - 4 | 3,515,468
1179  | Pandora          | 9  | 3 - 3 | 3,512,552
1180  | SINoPuppets.Arc  | 12 | 3 - 3 | 3,508,279
1181  | 커피앤도넛            | 11 | 3 - 3 | 3,506,229
1182  | Replicants       | 8  | 2 - 4 | 3,474,456
1183  | SINoFAMS         | 8  | 2 - 4 | 3,469,453
1184  | Étude            | 9  | 2 - 4 | 3,464,606
1185  | ^^)人(^^          | 12 | 2 - 4 | 3,413,571
1186  | ルシナ              | 3  | 3 - 3 | 3,408,832
1187  | OrgXIII          | 3  | 3 - 3 | 3,407,224
1188  | Kutubuku         | 12 | 2 - 4 | 3,405,256
1189  | EmilClones       | 10 | 2 - 4 | 3,397,618
1190  | SoulWar          | 5  | 2 - 4 | 3,359,231
1191  | Fallens          | 5  | 3 - 3 | 3,355,110
1192  | Dark_Knights     | 4  | 2 - 4 | 3,340,103
1193  | Luminalis        | 11 | 2 - 4 | 3,336,578
1194  | MarbleBlue       | 7  | 3 - 3 | 3,330,750
1195  | LunarTea         | 10 | 2 - 4 | 3,329,513
1196  | Alfamart         | 13 | 2 - 4 | 3,317,166
1197  | DemonSoul's      | 8  | 3 - 3 | 3,314,549
1198  | Eidrheim         | 6  | 3 - 3 | 3,307,959
1199  | F2P_Mini         | 2  | 2 - 4 | 3,269,749
1200  | [LIBRARY(｡•̀ᴗ-)] | 9  | 2 - 4 | 3,269,682
1201  | Tsunderes        | 10 | 2 - 4 | 3,265,623
1202  | Avalon           | 6  | 3 - 3 | 3,261,330
1203  | Asphyxia         | 13 | 1 - 5 | 3,254,216
1204  | Mochi            | 8  | 2 - 4 | 3,245,868
1205  | Prinny_Brigade   | 13 | 2 - 4 | 3,241,226
1206  | Ragnarok         | 8  | 2 - 4 | 3,227,984
1207  | RosaChinensis    | 7  | 2 - 4 | 3,211,274
1208  | IronMaids        | 9  | 2 - 4 | 3,194,470
1209  | TeaParty         | 5  | 2 - 4 | 3,171,320
1210  | animeirl         | 6  | 3 - 3 | 3,162,841
1211  | Punny            | 9  | 2 - 4 | 3,158,495
1212  | Сплюшки          | 3  | 3 - 3 | 3,151,127
1213  | Lesouper         | 4  | 2 - 4 | 3,146,901
1214  | Jellicle         | 7  | 2 - 4 | 3,142,077
1215  | Magius           | 8  | 2 - 4 | 3,134,460
1216  | L4L              | 7  | 2 - 4 | 3,116,133
1217  | [~Wicked~]       | 8  | 2 - 4 | 3,112,531
1218  | Yurei            | 10 | 3 - 3 | 3,104,049
1219  | Ahjin            | 10 | 3 - 3 | 3,102,465
1220  | soon™            | 1  | 2 - 4 | 3,099,180
1221  | DuoQBugs         | 10 | 1 - 5 | 3,095,799
1222  | Tato             | 7  | 2 - 4 | 3,084,425
1223  | Catharsis        | 5  | 3 - 3 | 3,081,756
1224  | EcchiLand        | 13 | 3 - 3 | 3,074,064
1225  | SINrne           | 5  | 3 - 3 | 3,061,653
1226  | Somnus           | 8  | 2 - 4 | 3,060,257
1227  | DaLads           | 4  | 3 - 3 | 3,054,187
1228  | Epitaph•         | 5  | 2 - 4 | 3,042,652
1229  | Closet           | 9  | 2 - 4 | 3,037,885
1230  | KoS              | 8  | 1 - 5 | 3,021,188
1231  | Insanity         | 3  | 3 - 3 | 3,018,203
1232  | Arendelle        | 6  | 2 - 4 | 3,000,500
1233  | Hyrule           | 7  | 3 - 3 | 2,996,626
1234  | DarkStar         | 6  | 2 - 4 | 2,990,821
1235  | Stellae          | 6  | 2 - 4 | 2,965,577
1236  | 얼음꽃              | 11 | 2 - 4 | 2,956,107
1237  | Eros             | 2  | 2 - 4 | 2,935,041
1238  | NieSect          | 10 | 2 - 4 | 2,922,523
1239  | Nacht            | 12 | 2 - 4 | 2,908,244
1240  | TheCrew          | 5  | 2 - 4 | 2,891,382
1241  | MrWolf.Co        | 6  | 3 - 3 | 2,890,529
1242  | HOTLOADS         | 1  | 2 - 4 | 2,880,386
1243  | Ardent           | 4  | 3 - 3 | 2,871,856
1244  | BluBirds         | 9  | 2 - 4 | 2,854,847
1245  | RedRose          | 1  | 2 - 4 | 2,848,168
1246  | Bunbuns          | 8  | 2 - 4 | 2,834,916
1247  | MopTales         | 5  | 2 - 4 | 2,806,498
1248  | YoRHa:1.2247448  | 4  | 2 - 4 | 2,799,736
1249  | NullSection      | 9  | 2 - 4 | 2,797,330
1250  | Trishula         | 8  | 2 - 4 | 2,795,163
1251  | Automata         | 8  | 2 - 4 | 2,790,348
1252  | SINful           | 13 | 2 - 4 | 2,773,111
1253  | E7ernalShadow    | 6  | 2 - 4 | 2,772,348
1254  | Grimoire         | 6  | 2 - 4 | 2,770,662
1255  | Oops             | 5  | 3 - 3 | 2,767,563
1256  | TYBG             | 7  | 2 - 4 | 2,761,757
1257  | SharkNTS         | 5  | 2 - 4 | 2,743,810
1258  | Insanity         | 13 | 2 - 4 | 2,721,909
1259  | Puppets          | 3  | 2 - 4 | 2,710,242
1260  | YoRHa            | 3  | 2 - 4 | 2,705,513
1261  | Desparia         | 9  | 2 - 4 | 2,704,977
1262  | Casuals          | 6  | 2 - 4 | 2,678,387
1263  | gaydoris         | 3  | 2 - 4 | 2,662,019
1264  | Oniriums         | 6  | 2 - 4 | 2,643,941
1265  | Talisman         | 3  | 3 - 3 | 2,635,738
1266  | AiWS             | 4  | 2 - 4 | 2,633,772
1267  | 잔혹동화             | 9  | 2 - 4 | 2,625,169
1268  | Cheshire         | 7  | 2 - 4 | 2,620,351
1269  | NoTales          | 12 | 2 - 4 | 2,609,739
1270  | Tiamat           | 2  | 2 - 4 | 2,604,537
1271  | Arbiters         | 3  | 2 - 4 | 2,602,401
1272  | BlueDrag         | 4  | 2 - 4 | 2,594,836
1273  | AROOOGA          | 4  | 2 - 4 | 2,591,286
1274  | Hades            | 5  | 2 - 4 | 2,586,150
1275  | LapinSot         | 3  | 3 - 3 | 2,583,032
1276  | SlowLife         | 12 | 2 - 4 | 2,538,200
1277  | CelestialDemons  | 1  | 2 - 4 | 2,514,394
1278  | Saintles         | 6  | 2 - 4 | 2,511,079
1279  | D.M.C            | 13 | 2 - 4 | 2,497,147
1280  | SkyIndo          | 13 | 2 - 4 | 2,491,761
1281  | Flemme           | 5  | 2 - 4 | 2,483,604
1282  | Nod              | 10 | 2 - 4 | 2,457,084
1283  | Druffis          | 5  | 2 - 4 | 2,455,607
1284  | Royal            | 7  | 2 - 4 | 2,441,091
1285  | NieR             | 5  | 3 - 3 | 2,424,904
1286  | 탐욕의장             | 12 | 2 - 4 | 2,404,930
1287  | Pandora          | 4  | 2 - 4 | 2,401,198
1288  | Star-Alliance    | 5  | 2 - 4 | 2,400,469
1289  | Vanzyrk          | 9  | 1 - 5 | 2,390,218
1290  | Euthalia         | 8  | 2 - 4 | 2,383,981
1291  | LOFM             | 6  | 2 - 4 | 2,377,355
1292  | DungeonNap       | 10 | 2 - 4 | 2,371,443
1293  | Dankness         | 5  | 2 - 4 | 2,364,190
1294  | Shining          | 3  | 3 - 3 | 2,359,146
1295  | ¿ApplE?          | 13 | 2 - 4 | 2,351,764
1296  | Seraphic_Chaos   | 4  | 1 - 5 | 2,335,233
1297  | Betelgeuse       | 5  | 2 - 4 | 2,319,874
1298  | ClstGato         | 6  | 2 - 4 | 2,318,186
1299  | -YoRHa-          | 9  | 1 - 5 | 2,301,103
1300  | ☆707☆            | 2  | 2 - 4 | 2,300,780
1301  | TectonesGuild    | 10 | 2 - 4 | 2,294,944
1302  | Narrators        | 1  | 2 - 4 | 2,293,553
1303  | Neptune’sDevout  | 8  | 2 - 4 | 2,279,882
1304  | LlewxaM          | 7  | 2 - 4 | 2,279,581
1305  | Azurite          | 9  | 2 - 4 | 2,269,346
1306  | Gaymers          | 4  | 2 - 4 | 2,264,371
1307  | Orders           | 3  | 2 - 4 | 2,250,945
1308  | Rebirth          | 10 | 2 - 4 | 2,249,284
1309  | PlayCat          | 13 | 2 - 4 | 2,236,815
1310  | Spark            | 5  | 2 - 4 | 2,218,584
1311  | 밥심               | 11 | 2 - 4 | 2,198,443
1312  | Eorzea           | 7  | 2 - 4 | 2,175,598
1313  | Bakarina         | 3  | 2 - 4 | 2,169,592
1314  | DosaElis         | 12 | 2 - 4 | 2,167,941
1315  | All-Icers        | 5  | 2 - 4 | 2,164,236
1316  | Tokugawa's       | 6  | 2 - 4 | 2,162,731
1317  | Valhalla         | 11 | 1 - 5 | 2,149,131
1318  | Agartha          | 12 | 2 - 4 | 2,106,209
1319  | Casuals          | 12 | 1 - 5 | 2,103,926
1320  | MementoMori      | 6  | 2 - 4 | 2,085,371
1321  | Altria           | 3  | 3 - 3 | 2,081,006
1322  | Adam             | 5  | 2 - 4 | 2,068,279
1323  | Pandemonium      | 4  | 2 - 4 | 2,067,799
1324  | Moostrax         | 4  | 1 - 5 | 2,046,110
1325  | Adastra          | 1  | 2 - 4 | 1,967,377
1326  | Thanatos         | 9  | 2 - 4 | 1,963,567
1327  | Wndrlnd          | 5  | 2 - 4 | 1,932,142
1328  | bigbeefy         | 3  | 2 - 4 | 1,908,517
1329  | Arcadia          | 3  | 2 - 4 | 1,894,990
1330  | CAHP             | 11 | 1 - 5 | 1,875,282
1331  | Hellothr         | 6  | 1 - 5 | 1,857,095
1332  | Chesire          | 8  | 1 - 5 | 1,847,009
1333  | Leagu3ofNON3     | 4  | 2 - 4 | 1,830,401
1334  | Choco            | 8  | 1 - 5 | 1,815,319
1335  | 컴파스              | 12 | 1 - 5 | 1,807,735
1336  | Nihilium         | 4  | 1 - 5 | 1,771,123
1337  | KupoClub         | 11 | 2 - 4 | 1,742,838
1338  | SINoKCB          | 7  | 2 - 4 | 1,731,066
1339  | ImaSleep         | 9  | 2 - 4 | 1,702,638
1340  | Amaïaa           | 3  | 2 - 4 | 1,656,454
1341  | Illusive         | 1  | 1 - 5 | 1,602,274
1342  | OverFlag         | 7  | 2 - 4 | 1,601,231
1343  | Mylar            | 5  | 1 - 5 | 1,597,925
1344  | Ye               | 5  | 2 - 4 | 1,592,909
1345  | Gestalts         | 8  | 1 - 5 | 1,588,185
1346  | DailyDrivers     | 6  | 2 - 4 | 1,577,603
1347  | Zetsubou         | 5  | 2 - 4 | 1,533,310
1348  | K-on             | 5  | 2 - 4 | 1,513,303
1349  | NewDawn          | 3  | 2 - 4 | 1,495,957
1350  | Ebila            | 9  | 1 - 5 | 1,446,744
1351  | PrincesDestroyer | 7  | 1 - 5 | 1,413,424
1352  | Vanguard         | 9  | 1 - 5 | 1,378,286
1353  | Penumbra         | 1  | 1 - 5 | 1,349,097
1354  | WaifuCollectors  | 3  | 2 - 4 | 1,330,633
1355  | Kugane           | 12 | 1 - 5 | 1,324,653
1356  | Liddell          | 12 | 1 - 5 | 1,319,828
1357  | SoS              | 5  | 1 - 5 | 1,298,783
1358  | JuraTempest      | 9  | 2 - 4 | 1,223,795
1359  | Grimm            | 10 | 1 - 5 | 1,223,109
1360  | Arata            | 7  | 1 - 5 | 1,203,204
1361  | Pusheen          | 8  | 1 - 5 | 1,137,505
1362  | YoRHa            | 9  | 1 - 5 | 1,081,731
1363  | Seirei           | 3  | 1 - 5 | 1,033,375
1364  | Symphogear!!     | 5  | 1 - 5 | 1,027,348
1365  | 잔혹동화출판사          | 11 | 1 - 5 | 1,005,764
1366  | SHADOW           | 5  | 1 - 5 | 999,403
1367  | Quills           | 4  | 1 - 5 | 969,413
1368  | TheArk           | 10 | 1 - 5 | 956,747
1369  | Arc°Nights       | 10 | 1 - 5 | 872,397
1370  | Talia            | 3  | 1 - 5 | 847,804
1371  | ۝Author۝         | 7  | 1 - 5 | 813,617
1372  | TeamSimpMid      | 6  | 1 - 5 | 746,828
1373  | DragNir          | 5  | 1 - 5 | 714,655
1374  | Rabbit           | 3  | 1 - 5 | 632,013
1375  | Redlily          | 5  | 1 - 5 | 597,886
1376  | TBD              | 11 | 1 - 5 | 550,073
1377  | 조용조용             | 13 | 1 - 5 | 522,064
1378  | 길드명추천받습니다        | 13 | 0 - 6 | 368,822
1379  | Adamas           | 2  | 0 - 6 | 341,051
1380  | Infernum         | 8  | 0 - 6 | 334,758
1381  | Ingary           | 3  | 1 - 5 | 145,832
1382  | LoneWolf         | 1  | 0 - 6 | 139,119
1383  | 백일몽              | 9  | 0 - 6 | 126,746
1384  | 천상지유             | 12 | 0 - 6 | 116,724
1385  | AFKguild         | 4  | 0 - 6 | 109,745
1386  | SaltGang         | 7  | 0 - 6 | 107,012
1387  | FuryCats         | 2  | 0 - 6 | 79,958
1388  | YNotGuild        | 8  | 0 - 6 | 62,484
1389  | 육식동물원            | 6  | 0 - 6 | 62,370
1390  | Fables           | 3  | 0 - 6 | 54,292
1391  | Nohr             | 10 | 0 - 6 | 39,470
1392  | Nuwbieez         | 1  | 0 - 6 | 31,353
1393  | Perseverance     | 13 | 0 - 6 | 29,439
1394  | Atrium           | 5  | 0 - 6 | 23,266
1395  | Kuuhaku          | 9  | 0 - 6 | 16,756
1396  | Ventura          | 5  | 0 - 6 | 9,123
1397  | Lounge           | 13 | 0 - 6 | 5,286
1398  | Creamed          | 13 | 0 - 6 | 3,119
1399  | 데덴네              | 11 | 0 - 6 | 0
